Kod;Kommun;Skolenhetsnamn;Grund-skola;Förskole-klass;Fritids-hem
1380;Halmstad;Kommunal vuxenutbildning 4;;;
1380;Halmstad;Kvibilleskolan F-6;Ja;Ja;Ja
1380;Halmstad;Kärlekens skola 4-6;Ja;;Ja
1380;Halmstad;Kärlekens skola 7-9;Ja;;
1380;Halmstad;Kärnhuset, modersmålslärare;;;
1380;Halmstad;LBS Kreativa Gymnasiet Halmstad;;;
1380;Halmstad;Linehedsskolan F-3;Ja;Ja;Ja
1380;Halmstad;Lummerskolan grs;;Ja;Ja
1380;Halmstad;Lyngåkraskolan F-5;Ja;Ja;Ja
1380;Halmstad;Nyhemsskolan F-3 A;Ja;Ja;Ja
1380;Halmstad;Nyhemsskolan F-3 B;Ja;Ja;Ja
1380;Halmstad;Praktiska Gymnasiet Halmstad;;;
1380;Halmstad;Realgymnasiet Halmstad;;;
1380;Halmstad;Sannarpsgymnasiet 1;;;
1380;Halmstad;Sannarpsgymnasiet 2;;;
1380;Halmstad;Sannarpsgymnasiet 3;;;
1380;Halmstad;Sannarpsgymnasiet 4;;;
1380;Halmstad;Sannarpsgymnasiet 5;;;
1380;Halmstad;Slottsjordsskolan F-3 A;Ja;Ja;Ja
1380;Halmstad;Slottsjordsskolan F-3 B;Ja;Ja;Ja
1380;Halmstad;Slottsjordsskolan F-3 C;Ja;Ja;Ja
1380;Halmstad;Slottsjordsskolan grs 1-3;;;Ja
1380;Halmstad;Slottsjordsskolan grs 4-9;;;
1380;Halmstad;Snöstorpsskolan 3-5;Ja;;
1380;Halmstad;Snöstorpsskolan F;;Ja;Ja
1380;Halmstad;Snöstorpsskolan F-2;Ja;Ja;Ja
1380;Halmstad;Sofiebergsskolan 1-3;Ja;;Ja
1380;Halmstad;Sofiebergsskolan F;Ja;Ja;Ja
1380;Halmstad;Steningeskolan 1;Ja;Ja;Ja
1380;Halmstad;Sturegymnasiet 1;;;
1380;Halmstad;Sturegymnasiet 2;;;
1380;Halmstad;Sturegymnasiet 3;;;
1380;Halmstad;Sturegymnasiet 4;;;
1380;Halmstad;Söndrumskolan 6-9 A;Ja;;
1380;Halmstad;Söndrumskolan 6-9 B;Ja;;
1380;Halmstad;Söndrumsskolan F-5;Ja;Ja;Ja
1380;Halmstad;Trönningeskolan 4-6;Ja;;
1380;Halmstad;Trönningeskolan 7-9;Ja;;
1380;Halmstad;Trönningeskolan F-3;Ja;Ja;Ja
1380;Halmstad;Valhallaskolan 4-6;Ja;;
1380;Halmstad;Valhallaskolan F-3;Ja;Ja;Ja
1380;Halmstad;Wallbergsskolan;Ja;Ja;Ja
1380;Halmstad;Vallåsskolan 4-9 A;Ja;;
1380;Halmstad;Vallåsskolan 4-9 B;Ja;;
1380;Halmstad;Vallåsskolan F-3 A;Ja;Ja;Ja
1380;Halmstad;Vallåsskolan F-3 B;Ja;;Ja
1380;Halmstad;Vittra Halmstad;Ja;Ja;Ja
1380;Halmstad;Åledsskolan F-6;Ja;Ja;Ja
1380;Halmstad;Östergårdsskolan 5;Ja;Ja;
1380;Halmstad;Östergårdsskolan 6;Ja;;
1380;Halmstad;Östergårdsskolan 7-9A;Ja;;
1380;Halmstad;Östergårdsskolan 7-9B;Ja;;
1380;Halmstad;Östergårdsskolan åk 4;Ja;;
1380;Halmstad;Österledskolan 7-9 A;Ja;;
1380;Halmstad;Österledskolan 7-9 B;Ja;;
1381;Laholm;Ahlaskolan;Ja;Ja;Ja
1381;Laholm;Genevadsskolan;Ja;Ja;Ja
1381;Laholm;Glänningeskolan;Ja;Ja;Ja
1381;Laholm;Hasslövs Bygdeskola;Ja;Ja;Ja
1381;Laholm;Hishultsskolan;Ja;Ja;Ja
1381;Laholm;Knäredsskolan;Ja;Ja;Ja
1381;Laholm;Lagaholmsskolan;Ja;;
1381;Laholm;Lagahöjdsskolan Grundsär;;;Ja
1381;Laholm;Lagahöjdsskolan gysär;;;
1381;Laholm;Mellbystrandsskolan;Ja;Ja;Ja
1381;Laholm;Osbeck/Lärvux;;;
1381;Laholm;Osbeck/SFI;;;
1381;Laholm;Osbeck/vuxenutbildningen;;;
1381;Laholm;Osbecksgymnasiet RO1;;;
1381;Laholm;Parkskolan;Ja;Ja;Ja
1381;Laholm;Skottorpsskolan;Ja;Ja;Ja
1381;Laholm;Vallbergaskolan;Ja;Ja;Ja
1381;Laholm;Veingeskolan 7-9;Ja;;
1381;Laholm;Veingeskolan F-6;Ja;Ja;Ja
1381;Laholm;Våxtorpsskolan åk 7-9;Ja;;
1381;Laholm;Våxtorpsskolan åk F-6;Ja;;Ja
1381;Laholm;Ysbyskolan;Ja;Ja;Ja
1381;Laholm;Öringe Skola;Ja;Ja;Ja
1382;Falkenberg;Apelskolan 1;Ja;Ja;Ja
1382;Falkenberg;Apelskolan 2;Ja;;
1382;Falkenberg;Drottning Blankas Gymnasieskola Falkenberg;;;
1382;Falkenberg;Fageredssskolan;Ja;Ja;Ja
1382;Falkenberg;Fajansskolan;Ja;Ja;Ja
1382;Falkenberg;Falkenbergs Gymnasieskola 1;;;
1382;Falkenberg;Falkenbergs Gymnasieskola 2;;;
1382;Falkenberg;Falkenbergs Gymnasieskola 3;;;
1382;Falkenberg;Falkenbergs Montessoriskola;Ja;Ja;Ja
1382;Falkenberg;Grundsärskolan Hjortsberg;;;
1382;Falkenberg;Grundsärskolan Tullbro;;;
1382;Falkenberg;Hertingsskolan;Ja;Ja;Ja
1382;Falkenberg;Hjortsbergsskolan;Ja;Ja;Ja
1382;Falkenberg;Ljungbyskolan;Ja;Ja;Ja
1382;Falkenberg;Långavekaskolan;Ja;Ja;Ja
1382;Falkenberg;Långåsskolan;Ja;Ja;Ja
1382;Falkenberg;Morups friskola;Ja;Ja;Ja
1382;Falkenberg;Nattugglan förskola/fritidshem;;;Ja
1382;Falkenberg;Okome skola;Ja;Ja;Ja
1382;Falkenberg;Schubergstorpsskolan;Ja;Ja;Ja
1382;Falkenberg;Senapskornet Skrea fritidshem;;;Ja
1382;Falkenberg;Skogstorpsskolan 1;Ja;Ja;
1382;Falkenberg;Skogstorpsskolan 2;Ja;;Ja
1382;Falkenberg;Slöingeskolan;Ja;Ja;Ja
1382;Falkenberg;Söderskolan;Ja;Ja;Ja
1382;Falkenberg;Thoren Framtid i Falkenberg;Ja;Ja;Ja
1382;Falkenberg;Tullbroskolan 1;Ja;;
1382;Falkenberg;Tullbroskolan 2;Ja;;
1382;Falkenberg;Tångaskolan 1;Ja;Ja;Ja
1382;Falkenberg;Tångaskolan 2;Ja;;
1382;Falkenberg;Vessigebroskolan;Ja;Ja;Ja
1382;Falkenberg;Vesterhavsskolan;Ja;Ja;Ja
1382;Falkenberg;Vinbergsskolan;Ja;Ja;Ja
1382;Falkenberg;Vuxenutbildningen Falkenberg;;;
1382;Falkenberg;Årstadsskolan;Ja;Ja;Ja
1382;Falkenberg;Älvseredsskolan;Ja;Ja;Ja
1382;Falkenberg;Ätranskolan;Ja;Ja;Ja
1383;Varberg;Almers grundsärskola enhet 3;;;
1383;Varberg;Almers grundsärskola enhet 4;;;
1383;Varberg;Almers skola 4-9 och fritidshem;Ja;;Ja
1383;Varberg;Ankarskolan 4-9;Ja;;
1383;Varberg;Ankarskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Björkedalsskolan;Ja;;Ja
1383;Varberg;Bläshammar skola F-6 och fritidshem;Ja;Ja;Ja
1383;Varberg;Bockstensskolan 3-5 och fritidshem;Ja;;Ja
1383;Varberg;Bockstensskolan F-2 och fritidshem;Ja;Ja;Ja
1383;Varberg;Bosgårdsskolan 4-6;Ja;;
1383;Varberg;Bosgårdsskolan 7-9;Ja;;
1383;Varberg;Bosgårdsskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Buaskolan F-6 och fritidshem;Ja;Ja;Ja
1383;Varberg;Deromeskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Drottning Blankas Gymnasieskola Varberg;;;
1383;Varberg;Enhet flerspråkighet;;;
1383;Varberg;Furubergsskolan 1-5;Ja;;
1383;Varberg;Furubergsskolan F-klass och fritidshem;;Ja;Ja
1383;Varberg;Göthriks skola F-6 och fritidshem;Ja;Ja;Ja
1383;Varberg;Hagaskolan 4-9;Ja;;
1383;Varberg;Hagaskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Håstensskolan 6 och 9;Ja;;
1383;Varberg;Håstensskolan 7 och 8;Ja;;
1383;Varberg;Kung Karl skola F-5 och fritidshem;Ja;Ja;Ja
1383;Varberg;Kunskapsskolan Varberg;Ja;;
1383;Varberg;LBS Kreativa Gymnasiet Varberg;;;
1383;Varberg;Lindbergs skola 4-9;Ja;;
1383;Varberg;Lindbergs skola F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Mariedal grundsärskola enhet 1;;;Ja
1383;Varberg;Mariedal grundsärskola enhet 2;;;Ja
1383;Varberg;Mariedalsskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Montessorisk. Lära för livet;Ja;;Ja
1383;Varberg;Munkagårdsgymnasiet;;;
1383;Varberg;Nyhemsskolan Varbergs Krist sk;Ja;Ja;Ja
1383;Varberg;Peder Skrivares skola Enhet 1;;;
1383;Varberg;Peder Skrivares skola Enhet 2;;;
1383;Varberg;Peder Skrivares skola Enhet 3;;;
1383;Varberg;Peder Skrivares skola Enhet 4;;;
1383;Varberg;Peder Skrivares skola Enhet 5;;;
1383;Varberg;Påskbergsskolan 4-9;Ja;;
1383;Varberg;Påskbergsskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Rolfstorps skola 4-5 och 7-9;Ja;;
1383;Varberg;Rolfstorps skola F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;SFI Varberg;;;
1383;Varberg;Sibbarps skola F-5 och fritidshem;Ja;Ja;Ja
1383;Varberg;Skällinge skola F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Spannarps skola F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Sveriges Ridgymnasium Varberg;;;
1383;Varberg;Trönninge skola 4-9;Ja;;
1383;Varberg;Trönninge skola F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Varbergs Montessoriskola;Ja;Ja;Ja
1383;Varberg;Vidhögeskolan 4-9;Ja;;
1383;Varberg;Vidhögeskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Vuxenutbildningen Varbergs kommun;;;
1383;Varberg;Väröbackaskolan F-9 och fritidshem;Ja;Ja;Ja
1384;Kungsbacka;Aranäsgymnasiet Enhet 1;;;
1384;Kungsbacka;Aranäsgymnasiet Enhet 2;;;
1384;Kungsbacka;Aranäsgymnasiet Enhet 3;;;
1384;Kungsbacka;Aranäsgymnasiet Enhet 4;;;
1384;Kungsbacka;Aranäsgymnasiet Enhet 5;;;
1384;Kungsbacka;Aranäsgymnasiet Enhet 6;;;
1384;Kungsbacka;Aranäsgymnasiet Enhet 7;;;
1384;Kungsbacka;Beda Hallbergs gymnasium;;;
1384;Kungsbacka;Björkris skola F-6;Ja;Ja;Ja
1384;Kungsbacka;Central Insamlingsenhet;;;
1384;Kungsbacka;Drottning Blankas Gymnasieskola Kungsbacka;;;
1384;Kungsbacka;Elof Lindälvs Gymnasium Enhet 1;;;
1384;Kungsbacka;Elof Lindälvs Gymnasium Enhet 2;;;
1384;Kungsbacka;Elof Lindälvs Gymnasium Enhet 3;;;
1384;Kungsbacka;Elof Lindälvs Gymnasium Enhet 4;;;
1384;Kungsbacka;Elof Lindälvs Gymnasium Enhet 5;;;
1384;Kungsbacka;Elof Lindälvs Gymnasium Enhet 6;;;
1384;Kungsbacka;Elof Lindälvs Gymnasium Enhet 7;;;
1384;Kungsbacka;Fjordskolan Kungen;Ja;;Ja
1384;Kungsbacka;Fjordskolan Nidingen;Ja;Ja;Ja
1384;Kungsbacka;Fjärås Bräckaskolan Gaia;Ja;Ja;Ja
1384;Kungsbacka;Fjärås Bräckaskolan Tellus;Ja;Ja;Ja
1384;Kungsbacka;Fjärås Bräckaskolan Terra;Ja;;Ja
1384;Kungsbacka;Frillesåsskolan 4-6;Ja;;Ja
1384;Kungsbacka;Frillesåsskolan 7-9;Ja;;
1384;Kungsbacka;Frillesåsskolan F-3;Ja;Ja;Ja
1384;Kungsbacka;Fullriggaren Malevik 4-9;Ja;;Ja
1384;Kungsbacka;Fullriggaren Malevik F-3;Ja;Ja;Ja
1384;Kungsbacka;Furulidsskolan;Ja;Ja;Ja
1384;Kungsbacka;Gottskär Grundskola;Ja;Ja;Ja
1384;Kungsbacka;Gullregnsskolan ;Ja;Ja;Ja
1384;Kungsbacka;Gällingeskolan Blå;Ja;Ja;Ja
1384;Kungsbacka;Gällingeskolan Gul;Ja;;Ja
1384;Kungsbacka;Gällingeskolan Röd;Ja;;Ja
1384;Kungsbacka;Hedeskolan 4-6;Ja;;Ja
1384;Kungsbacka;Hedeskolan 7-9;Ja;;
1384;Kungsbacka;Hedeskolan F-3;Ja;Ja;Ja
1384;Kungsbacka;Hålabäcksskolan A;Ja;;Ja
1384;Kungsbacka;Hålabäcksskolan B;Ja;;Ja
1384;Kungsbacka;Internationella Engelska Skolan Kungsbacka;Ja;Ja;Ja
1384;Kungsbacka;Iseråsskolan 3-6 Lönneberga;Ja;;Ja
1384;Kungsbacka;Iseråsskolan Körsbärsdalen;Ja;Ja;Ja
1384;Kungsbacka;Kapareskolan A-D;Ja;;
1384;Kungsbacka;Kapareskolan E-H;Ja;;
1384;Kungsbacka;KMS Kullaviks Montessoriskola;Ja;Ja;Ja
1384;Kungsbacka;Kollaskolan 4-6;Ja;;Ja
1384;Kungsbacka;Kollaskolan 7-9;Ja;;
1384;Kungsbacka;Kollaskolan F-3 Blå;Ja;;Ja
1384;Kungsbacka;Kollaskolan F-3 Gul;Ja;Ja;Ja
1384;Kungsbacka;Kollaskolan grundsär 1-6;;;Ja
1384;Kungsbacka;Kollaskolan grundsär 7-9;;;
1384;Kungsbacka;Kompetenscentrum Vuxnas Lärande;;;
1384;Kungsbacka;Kompetenscentrum Vuxnas lärande/SFI;;;
1384;Kungsbacka;Kullaviksskolan 4-6;Ja;;Ja
1384;Kungsbacka;Kullaviksskolan 7-9;Ja;;
1384;Kungsbacka;Kullaviksskolan F-3;Ja;Ja;Ja
1384;Kungsbacka;LBS Kreativa Gymnasiet Kungsbacka;;;
1384;Kungsbacka;Lyktans fritidshem;;;Ja
1384;Kungsbacka;Noas Ark;;;Ja
1384;Kungsbacka;Nova Montessoriskola;Ja;Ja;Ja
1384;Kungsbacka;Nova Montessoriskola åk 6-9;Ja;;
1384;Kungsbacka;Pontos Grundskola;Ja;Ja;Ja
1384;Kungsbacka;Praktiska Gymnasiet Kungsbacka;;;
1384;Kungsbacka;Presseskolan 4-6;Ja;;Ja
1384;Kungsbacka;Presseskolan F-3;Ja;Ja;Ja
1384;Kungsbacka;Smedingeskolan Norr;Ja;;
1384;Kungsbacka;Smedingeskolan Söder;Ja;;
1384;Kungsbacka;Sveriges Ridgymnasium Kungsbacka;;;
1384;Kungsbacka;Särö Montessoriskola;Ja;Ja;Ja
1384;Kungsbacka;Särö skola 5-9;Ja;;
1384;Kungsbacka;Särö skola F-4;Ja;Ja;Ja
1384;Kungsbacka;Tingbergsskolan A-C;Ja;Ja;Ja
1384;Kungsbacka;Tingbergsskolan B;Ja;Ja;Ja
1384;Kungsbacka;Toråsskolan 4-6;Ja;;Ja
1384;Kungsbacka;Toråsskolan 8-9;Ja;;
1384;Kungsbacka;Toråsskolan F-3;Ja;Ja;Ja
1384;Kungsbacka;Varlaskolan norra;Ja;;
1384;Kungsbacka;Varlaskolan södra;Ja;;
1384;Kungsbacka;Vittra Forsgläntan;Ja;Ja;Ja
1384;Kungsbacka;Åsa Gårdsskola 4-9;Ja;;Ja
1384;Kungsbacka;Åsa Gårdsskola F-3;Ja;Ja;Ja
1384;Kungsbacka;Åsaskolan 4-6;Ja;;Ja
1384;Kungsbacka;Åsaskolan 7-9;Ja;;
1384;Kungsbacka;Åsaskolan F-3;Ja;Ja;Ja
1384;Kungsbacka;Älvsåkerskolan F-5A;Ja;;Ja
1384;Kungsbacka;Älvsåkersskolan 6-9;Ja;;
1384;Kungsbacka;Älvsåkersskolan F-5B;Ja;Ja;
1401;Härryda;Backaskolan;Ja;Ja;Ja
1401;Härryda;Båtsmansskolan;Ja;;
1401;Härryda;Central Insamlingsenhet Enskild verksamhet;;;
1401;Härryda;Djupedalskolan 4-6;Ja;;
1401;Härryda;Djupedalskolan 7-9;Ja;;
1401;Härryda;Djupedalskolans grundsärskola;;;Ja
1401;Härryda;Ekdalaskolan 6+8;Ja;;
1401;Härryda;Ekdalaskolan 7+9;Ja;;
1401;Härryda;Eskilsbyskolan;Ja;Ja;Ja
1401;Härryda;Fagerhultsskolan;Ja;;
1401;Härryda;Fridagymnasiet i Mölnlycke;;;
1401;Härryda;Fridaskolan, Härryda;Ja;Ja;Ja
1401;Härryda;Furuhällsskolan 3-5;Ja;;Ja
1401;Härryda;Furuhällsskolan F-2;Ja;Ja;Ja
1401;Härryda;Hindåsskolan F-3;Ja;Ja;Ja
1401;Härryda;Hulebäcksgymnasiet 1;;;
1401;Härryda;Hulebäcksgymnasiet 2;;;
1401;Härryda;Hulebäcksgymnasiet 3;;;
1401;Härryda;Hulebäcksgymnasiet 4;;;
1401;Härryda;Hulebäcksgymnasiet 5;;;
1401;Härryda;Hulebäcksgymnasiet 6;;;
1401;Härryda;Hällingsjöskolan;Ja;Ja;Ja
1401;Härryda;Härrydaskolan;Ja;Ja;Ja
1401;Härryda;Högadalsskolan;Ja;;Ja
1401;Härryda;Högadalsskolan 2;Ja;Ja;Ja
1401;Härryda;Högadalsskolans grundsärskola;;;Ja
1401;Härryda;Landvetterskolan 4-5;Ja;;
1401;Härryda;Landvetterskolan 6+8;Ja;;
1401;Härryda;Landvetterskolan 7+9;Ja;;
1401;Härryda;Landvetterskolan F-3;Ja;Ja;Ja
1401;Härryda;Lunnaskolan 2-3;Ja;;Ja
1401;Härryda;Lunnaskolan F-1;Ja;Ja;Ja
1401;Härryda;Lunnaskolans grundsärskola;;;Ja
1401;Härryda;Rävlandaskolan 6-9;Ja;;
1401;Härryda;Rävlandaskolan F-5;Ja;Ja;Ja
1401;Härryda;Skinnefjällsskolan 1+3;Ja;;Ja
1401;Härryda;Skinnefjällsskolan F+2;Ja;Ja;Ja
1401;Härryda;Stödresurs, sektor utb./kultur;;;
1401;Härryda;Säteriskolan 1,3,5;Ja;;Ja
1401;Härryda;Säteriskolan F,2,4;Ja;Ja;Ja
1401;Härryda;Vuxenutbildningen Härryda;;;
1401;Härryda;Vuxenutbildningen Härryda Yrkesvux;;;
1401;Härryda;Vuxenutbildningen, SFI;;;
1401;Härryda;Vuxenutbildningen, särvux;;;
1401;Härryda;Vällsjöskolan;Ja;Ja;Ja
1401;Härryda;Önnerödsskolan 4-6;Ja;;
1401;Härryda;Önnerödsskolan 7-9;Ja;;
1401;Härryda;Önnerödsskolans grundsärskola;;;
1402;Partille;Björndammens skola F-6;Ja;Ja;Ja
1402;Partille;Casa Montessori;Ja;Ja;Ja
1402;Partille;Central Insamlingsenhet;;;
1402;Partille;Enheten för flerspråkighet;;;
1402;Partille;Furulunds skola F-6;Ja;Ja;Ja
1402;Partille;Jonsereds skola F-5;Ja;Ja;Ja
1402;Partille;Lexby skola 6-9;Ja;;
1402;Partille;Lillegårdsskolan F-5;Ja;Ja;Ja
1402;Partille;Oxledsskolan ;Ja;Ja;Ja
1402;Partille;Partille gymnasiesärskola;;;
1402;Partille;Partille Gymnasium;;;
1402;Partille;Partille gymnasium, särvux;;;
1402;Partille;SFI;;;
1402;Partille;Skulltorps skola F-5;Ja;Ja;Ja
1402;Partille;Stadsparksskolan;Ja;;
1402;Partille;Särskolan Öjersjö Brunn;;;Ja
1402;Partille;Särskolan Öjersjö Storegård;;;Ja
1402;Partille;Ugglums skola 4-9;Ja;;
1402;Partille;Ugglums skola F-3;Ja;Ja;Ja
1402;Partille;Vallhamra skola 4-6;Ja;;Ja
1402;Partille;Vallhamra skola 7-9;Ja;;
1402;Partille;Vallhamra skola F-3;Ja;Ja;Ja
1402;Partille;Vuxenutbildningen ;;;
1402;Partille;Öjersjö Brunn skola A F-4;Ja;Ja;Ja
1402;Partille;Öjersjö Brunn skola B F-4;Ja;Ja;Ja
1402;Partille;Öjersjö Storegård skola 5-9;Ja;;
1407;Öckerö;Bergagårdsskolan;Ja;Ja;Ja
1407;Öckerö;Betelskolan;Ja;Ja;Ja
1407;Öckerö;Björkö skola;Ja;Ja;Ja
1407;Öckerö;Brattebergsskolan 3-6;Ja;;Ja
1407;Öckerö;Brattebergsskolan 7-9;Ja;;
1407;Öckerö;Fotö skola;Ja;Ja;Ja
1407;Öckerö;Hedens skola 3-6;Ja;;Ja
1407;Öckerö;Hedens skola 7-9;Ja;;Ja
1407;Öckerö;Hälsö skola;Ja;Ja;Ja
1407;Öckerö;Kommunala vuxenutbildningen;;;
1407;Öckerö;Kompassenskolan;Ja;Ja;Ja
1407;Öckerö;Lärvux;;;
1407;Öckerö;Rörö skola;Ja;Ja;Ja
1407;Öckerö;Öckerö Seglande gymnasieskola;;;
1415;Stenungsund;Ekenässkolan;Ja;Ja;Ja
1415;Stenungsund;Enheten för flerspråkighet;;;
1415;Stenungsund;Hallernaskolan;Ja;Ja;Ja
1415;Stenungsund;Jörlandaskolan;Ja;Ja;Ja
1415;Stenungsund;Kopperskolan;Ja;Ja;Ja
1415;Stenungsund;Kristinedal Trubaduren, grundsärskola;;;Ja
1415;Stenungsund;Kristinedalskolan 7-9;Ja;;
1415;Stenungsund;Kristinedalskolan F-6;Ja;Ja;Ja
1415;Stenungsund;Kyrkenorumskolan;Ja;Ja;Ja
1415;Stenungsund;Munkeröds utb.c., Stenungsund;;;
1415;Stenungsund;Nösnäsgymnasiet 1;;;
1415;Stenungsund;Nösnäsgymnasiet 2;;;
1415;Stenungsund;Nösnäsgymnasiet 3;;;
1415;Stenungsund;Nösnäsgymnasiet 4;;;
1415;Stenungsund;Nösnäsgymnasiet 5;;;
1415;Stenungsund;Spekerödskolan;Ja;Ja;Ja
1415;Stenungsund;Stenungskolan;Ja;;
1415;Stenungsund;Stenungsunds Montessoriskola;Ja;Ja;Ja
1415;Stenungsund;Stora Högaskolan 7-9;Ja;;
1415;Stenungsund;Stora Högaskolan F-6;Ja;Ja;Ja
1415;Stenungsund;Ucklumskolan;Ja;Ja;Ja
1415;Stenungsund;Vuxenutbildningen;;;
1415;Stenungsund;Vuxenutbildningen Enhet 2;;;
1419;Tjörn;Bleketskolan;Ja;;
1419;Tjörn;Fridas Hage;Ja;Ja;Ja
1419;Tjörn;Häggvallskolan;Ja;;
1419;Tjörn;Komvux Tjörn;;;
1419;Tjörn;Kållekärr skola;Ja;Ja;Ja
1419;Tjörn;Myggenäs skola;Ja;Ja;Ja
1419;Tjörn;Resurscentrum, BoU- förvalt.;;;
1419;Tjörn;Rönnäng skola;Ja;Ja;Ja
1419;Tjörn;Skärhamns skola;Ja;Ja;Ja
1419;Tjörn;Tjörns gymnasieskola;;;
1419;Tjörn;Tjörns kommuns särskola;;;Ja
1419;Tjörn;Tjörns montessori skola och förskola;Ja;Ja;Ja
1421;Orust;Central enhet modersmål;;;
1421;Orust;Ellös skola;Ja;Ja;Ja
1421;Orust;Gymnasiet;;;
1421;Orust;Henåns skola 4-6;Ja;;Ja
1421;Orust;Henåns skola 7-9;Ja;;
1421;Orust;Henåns skola F-3;Ja;Ja;Ja
1421;Orust;Komvux;;;
1421;Orust;Orust Montessoriskola;Ja;Ja;Ja
1421;Orust;Orust Waldorfskola;Ja;;
1421;Orust;Solskolan;;Ja;Ja
1421;Orust;Stensbo skola;Ja;Ja;
1421;Orust;Särskolan;;;Ja
1421;Orust;Varekils skola;Ja;Ja;Ja
1421;Orust;Ängås skola 7-9;Ja;;
1421;Orust;Ängås skola F-3;Ja;Ja;Ja
1421;Orust;Ängås skola, 4-6;Ja;;Ja
1427;Sotenäs;Bovallstrands skola;Ja;Ja;Ja
1427;Sotenäs;Hunnebostrands skola;Ja;Ja;Ja
1427;Sotenäs;Kungshamns skola;Ja;;
1427;Sotenäs;Smögens skola;Ja;Ja;Ja
1427;Sotenäs;Sotenäs Gymnasieskola;;;
1427;Sotenäs;Sotenäs Symbioscentrum SFI;;;
1427;Sotenäs;Sotenäs Symbioscentrum VUX;;;
1427;Sotenäs;Sotenässkolan;Ja;;
1427;Sotenäs;Särskolan ,Integrerade särskoleelever,;;Ja;
1427;Sotenäs;Åsenskolan;Ja;Ja;Ja
1430;Munkedal;Bruksskolan;Ja;Ja;Ja
1430;Munkedal;Central Insamlingsenhet;;;
1430;Munkedal;Centrumskolan;Ja;;Ja
1430;Munkedal;Dinglegymnasiet;;;
1430;Munkedal;Hedekas skola;Ja;Ja;Ja
1430;Munkedal;Hällevadsholms skola;Ja;Ja;Ja
1430;Munkedal;Kungsmarksskolan;Ja;;
1430;Munkedal;Kunskapens hus, IM;;;
1430;Munkedal;Kunskapens Hus, Komvux;;;
1430;Munkedal;Kunskapens Hus, SFI;;;
1430;Munkedal;Lärlingsgymnasiet i Munkedal;;;
1430;Munkedal;Munkedalsskolan;Ja;Ja;Ja
1430;Munkedal;Processtekniska Gymnasiet;;;
1435;Tanum;Backa skola;Ja;Ja;Ja
1435;Tanum;Ekdungeskolan;;;
1435;Tanum;Fjällbacka skola;Ja;Ja;Ja
1435;Tanum;Grebbestadskolan;Ja;Ja;Ja
1435;Tanum;Hamburgsundskolan F-9;Ja;Ja;Ja
1435;Tanum;Komvux;;;
1435;Tanum;Komvux Tanum, SFI;;;
1435;Tanum;Lurs skola;Ja;Ja;Ja
1435;Tanum;Rabbalshede skola;Ja;Ja;Ja
1435;Tanum;Sjöstjärneskolan;Ja;Ja;Ja
1435;Tanum;Tanums Gymnasium;;;
1435;Tanum;Tanumskolan 7-9;Ja;;
1435;Tanum;Tanumskolan F-6;Ja;Ja;Ja
1435;Tanum;Tanumskolan särskola;;;
1438;Dals-Ed;Hagaskolan;Ja;;
1438;Dals-Ed;Hagaskolans fritidshem;;;Ja
1438;Dals-Ed;Komvux Dals-Eds utv.center;;;
1438;Dals-Ed;Komvux SFI Dals-Eds utv.center;;;
1438;Dals-Ed;Komvux, särvux;;;
1438;Dals-Ed;Snörrumskolan;Ja;Ja;
1438;Dals-Ed;Snörrumskolans fritidshem;;;Ja
1438;Dals-Ed;Utsikten Grundsärskola;;;
1438;Dals-Ed;Utsikten, Dals-Eds gymnasiesärskola;;;
1438;Dals-Ed;Utsikten, Dals-Eds gymnasium;;;
1439;Färgelanda;Högsäter skola;Ja;Ja;Ja
1439;Färgelanda;Höjdenskolan;Ja;Ja;Ja
1439;Färgelanda;Järbo friskola;Ja;Ja;Ja
1439;Färgelanda;Stigens Friskola AB;Ja;Ja;Ja
1439;Färgelanda;Valboskolan 1-6;Ja;;Ja
1439;Färgelanda;Valboskolan 1-9 Särskola;;;
1439;Färgelanda;Valboskolan 7-9;Ja;;
1439;Färgelanda;Vuxenutbildningen;;;
1439;Färgelanda;Ödeborgs skola;Ja;Ja;Ja
1440;Ale;Ahlafors Fria skola;Ja;Ja;Ja
1440;Ale;Alboskolan;Ja;;Ja
1440;Ale;Ale gymnasium;;;
1440;Ale;Aroseniusskolan;Ja;;
1440;Ale;Bohusskolan;Ja;Ja;Ja
1440;Ale;Centrala stödenheten;;;
1440;Ale;Da Vinciskolan;Ja;;
1440;Ale;Enheten för flerspråkighet ;;;
1440;Ale;Garnvindeskolan;Ja;Ja;Ja
1440;Ale;Grundsärskolan 1-6;;;
1440;Ale;Grundsärskolan 7-9;;;
